nom,prenom,sexe,age,code_postal,situation_matrimoniale,profession,secteur_dactivite,date_deffet_souhaitee,accepted_by_sales
Collet,Anne,F,67,60000,Marié(e) sans enfant,Fonctionnaire hospitalier,Industrie : la Fabrique de l’avenir,08/10/2022,0
Guillaume,Jeanne,F,65,57970,Marié(e) sans enfant,Fonctionnaire d'état,Alimentaire (la filière),11/10/2022,0
Michaud,Anne,F,64,68420,Pacsé(e),Fonctionnaire territorial,Médicament (Les entreprises du),17/10/2022,0
Roussel,Jeanne,F,61,42220,Divorcé(e),Agriculteur(trice),Edition,13/10/2022,0
Gilbert,Jacqueline,F,25,43380,Veuf(ve),Retraité(e),Banque,14/10/2022,0
Carre,Suzanne,F,35,46090,Divorcé(e),Sans profession,Edition,09/10/2022,0
Klein,Louise,F,31,20240,Marié(e) avec enfant,Fonctionnaire d'état,Grands magasins et magasins populaires,03/10/2022,0
Robert,Sylvie,F,55,49360,Marié(e) sans enfant,Recherche d'emploi,Agriculture,02/10/2022,0
Leveque,Isabelle,F,41,58420,Marié(e) avec enfant,Sans profession,Hôtellerie - Restauration,29/09/2022,0
Perrin,Monique,F,27,24200,Marié(e) sans enfant,Fonctionnaire hospitalier,Banque,03/10/2022,0
Perrot,Anne,F,36,56400,Célibataire,Salarié(e) non-cadre,Banque,20/09/2022,0
Gaillard,Monique,F,28,77139,Célibataire,Fonctionnaire d'état,Evénement,18/09/2022,0
Renard,Nicole,F,39,69009,Veuf(ve),Artisan,Production et services (artisanat),08/10/2022,0
Lopez,Nathalie,F,64,20240,Marié(e) avec enfant,Fonctionnaire hospitalier,Armée de terre,16/10/2022,0
Lefebvre,Madeleine,F,52,34280,Marié(e) sans enfant,Fonctionnaire territorial,Ameublement,17/09/2022,0
Boyer,Jacqueline,F,56,52130,Pacsé(e),Sans profession,Chimie (industrie),22/09/2022,0
Besson,Christiane,F,55,44170,Veuf(ve),Sans profession,Production et services (artisanat),08/10/2022,0
Giraud,Marie,F,58,76220,Célibataire,Recherche d'emploi,Armée de terre,22/09/2022,0
Dupont,Madeleine,F,39,67270,Veuf(ve),Chef(fe) d'entreprise,Travaux publics,30/09/2022,0
Etienne,Christiane,F,49,20240,Veuf(ve),Sans profession,Plasturgie,22/09/2022,0
Hubert,Nicole,F,49,48190,Marié(e) sans enfant,Salarié(e) non-cadre,Banque,08/10/2022,0
Bailly,Isabelle,F,28,20240,Pacsé(e),Sans profession,Médicament (Les entreprises du),21/09/2022,0
Gay,Nathalie,F,53,20240,Célibataire,Artisan,Production et services (artisanat),21/09/2022,0
Berger,Nicole,F,54,22210,Veuf(ve),Sans profession,Services (artisanat),04/10/2022,0
Faure,Martine,F,54,71220,Veuf(ve),Retraité(e),Commerce interentreprises,25/09/2022,0
Cousin,Christiane,F,51,75020,Marié(e) avec enfant,Retraité(e),Industrie : la Fabrique de l’avenir,05/10/2022,0
Leroux,Nicole,F,30,20240,Veuf(ve),Salarié(e) cadre,Presse,21/09/2022,0
Tessier,Françoise,F,40,22350,Divorcé(e),Chef(fe) d'entreprise,Médicament (Les entreprises du),07/10/2022,0
Lefevre,Marguerite,F,70,74100,Veuf(ve),Sans profession,Retraite complémentaire et prévoyance,26/09/2022,0
Germain,Jacqueline,F,33,42220,Veuf(ve),Fonctionnaire hospitalier,Propreté,16/10/2022,0
Etienne,Louise,F,50,72150,Marié(e) sans enfant,Recherche d'emploi,Alimentation (artisanat),22/09/2022,0
Bailly,Nicole,F,42,30230,Célibataire,Salarié(e) cadre,Magasins d’habillement,06/10/2022,0
Fleury,Jacqueline,F,20,23000,Veuf(ve),Fonctionnaire territorial,Presse,08/10/2022,0
Lecomte,Christine,F,70,20240,Célibataire,Salarié(e) cadre,Plasturgie,17/10/2022,0
Bouchet,Louise,F,36,39230,Veuf(ve),Fonctionnaire territorial,Commerce à distance et e-commerce,01/10/2022,0
Roy,Christiane,F,40,20240,Veuf(ve),Enseignant(e),Bâtiment,02/10/2022,0
Charles,Marguerite,F,41,73170,Marié(e) sans enfant,Commerçant(e),Travaux publics,05/10/2022,0
Caron,Christiane,F,52,34130,Veuf(ve),Profession libérale,Alimentaire (la filière),16/10/2022,0
Bertin,Françoise,F,53,77130,Veuf(ve),Salarié(e) cadre,Offices Publics de l’Habitat,30/09/2022,0
Etienne,Monique,F,69,31510,Veuf(ve),Salarié(e) cadre,Transport et logistique,24/09/2022,0
Huet,Catherine,F,24,34280,Divorcé(e),Retraité(e),Matériaux pour la construction et l’industrie,29/09/2022,0
Laurent,Christine,F,23,34280,Marié(e) avec enfant,Fonctionnaire d'état,Magasins d’habillement,20/09/2022,0
Grondin,Catherine,F,31,20240,Marié(e) avec enfant,Sans profession,Art (artisanat),26/09/2022,0
Leclercq,Madeleine,F,21,42430,Veuf(ve),Salarié(e) non-cadre,Bâtiment,04/10/2022,0
Pasquier,Marie,F,59,20240,Marié(e) avec enfant,Salarié(e) non-cadre,Presse,09/10/2022,0
Roy,Isabelle,F,26,69009,Marié(e) sans enfant,Salarié(e) cadre,Santé,02/10/2022,0
Antoine,Isabelle,F,24,70230,Divorcé(e),Fonctionnaire territorial,Industrie : la Fabrique de l’avenir,25/09/2022,0
Francois,Marie,F,58,34500,Célibataire,Salarié(e) non-cadre,"Economie sociale, habitat social et protection sociale",23/09/2022,0
Chevallier,Anne,F,41,51110,Veuf(ve),Retraité(e),Armée de terre,09/10/2022,0
Dumas,Marguerite,F,55,64310,Célibataire,Commerçant(e),Grands magasins et magasins populaires,30/09/2022,0
Simon,Martine,F,51,20240,Marié(e) avec enfant,Etudiant(e),Agriculture,18/09/2022,0
Marchal,Françoise,F,27,38300,Célibataire,Etudiant(e),Régies de quartier,02/10/2022,0
Humbert,Anne,F,50,59494,Marié(e) avec enfant,Enseignant(e),Retraite complémentaire et prévoyance,13/10/2022,0
Lebrun,Catherine,F,67,49360,Célibataire,Chef(fe) d'entreprise,Etudes et conseil,10/10/2022,0
Meunier,Madeleine,F,68,57190,Veuf(ve),Chef(fe) d'entreprise,Automobile - Services,08/10/2022,0
Nicolas,Monique,F,23,20240,Divorcé(e),Artisan,Bâtiment,14/10/2022,0
Aubert,Louise,F,24,73170,Pacsé(e),Commerçant(e),Etudes et conseil,02/10/2022,0
Michaud,Suzanne,F,67,55150,Veuf(ve),Salarié(e) non-cadre,Evénement,21/09/2022,0
Perez,Monique,F,21,31160,Célibataire,Agriculteur(trice),Mutualité,14/10/2022,0
Delaunay,Catherine,F,44,55150,Veuf(ve),Salarié(e) non-cadre,Services (artisanat),20/09/2022,0
Baron,Catherine,F,30,35500,Marié(e) avec enfant,Fonctionnaire hospitalier,Commerce interentreprises,26/09/2022,0
Herve,Louise,F,44,39270,Marié(e) sans enfant,Retraité(e),Papiers et cartons (industries),12/10/2022,0
Clement,Christine,F,53,70110,Veuf(ve),Agriculteur(trice),Ameublement,02/10/2022,0
Marchal,Marguerite,F,25,41600,Divorcé(e),Fonctionnaire hospitalier,Plasturgie,08/10/2022,0
Chevallier,Françoise,F,19,43200,Veuf(ve),Recherche d'emploi,Commerce interentreprises,06/10/2022,0
Leclerc,Françoise,F,60,20240,Célibataire,Commerçant(e),Services (artisanat),28/09/2022,0
Roger,Isabelle,F,31,63330,Marié(e) sans enfant,Retraité(e),Industrie : la Fabrique de l’avenir,17/10/2022,0
Baron,Christiane,F,56,54620,Pacsé(e),Agriculteur(trice),Industrie : la Fabrique de l’avenir,15/10/2022,0
Roux,Christiane,F,61,50700,Pacsé(e),Fonctionnaire hospitalier,Plasturgie,30/09/2022,0
Noel,Nathalie,F,49,61210,Pacsé(e),Sans profession,Magasins d’habillement,24/09/2022,0
Vidal,Marie,F,47,73170,Veuf(ve),Commerçant(e),Etudes et conseil,10/10/2022,0
Boucher,Louise,F,21,52110,Marié(e) sans enfant,Agriculteur(trice),Propreté,02/10/2022,0
Bonnet,Jacqueline,F,52,58000,Divorcé(e),Artisan,Production et services (artisanat),17/09/2022,0
Philippe,Marguerite,F,41,64450,Divorcé(e),Enseignant(e),Etudes et conseil,20/09/2022,0
Pasquier,Jeanne,F,43,50400,Divorcé(e),Chef(fe) d'entreprise,Hôtellerie - Restauration,11/10/2022,0
Bailly,Monique,F,37,32140,Veuf(ve),Commerçant(e),Santé,16/10/2022,0
Robin,Suzanne,F,55,64310,Pacsé(e),Salarié(e) non-cadre,Presse,11/10/2022,0
Gillet,Denise,F,70,34280,Divorcé(e),Fonctionnaire territorial,Alimentaire (la filière),01/10/2022,0
Bailly,Jeanne,F,34,23260,Célibataire,Artisan,Armée de terre,03/10/2022,0
Guillot,Jeanne,F,65,30230,Marié(e) sans enfant,Fonctionnaire territorial,Bâtiment (artisanat),11/10/2022,0
Lopez,Anne,F,33,38510,Marié(e) sans enfant,Sans profession,Commerce à distance et e-commerce,17/10/2022,0
Bailly,Marie,F,18,57890,Veuf(ve),Commerçant(e),Presse,12/10/2022,0
Gautier,Jeanne,F,35,32140,Marié(e) sans enfant,Fonctionnaire d'état,Art (artisanat),30/09/2022,0
Bailly,Françoise,F,69,62124,Célibataire,Recherche d'emploi,Télécommunications,09/10/2022,0
Colin,Marie,F,36,38510,Célibataire,Agriculteur(trice),Fédération des industries nautiques,20/09/2022,0
Francois,Louise,F,64,54260,Célibataire,Fonctionnaire d'état,Textile,17/10/2022,0
Richard,Catherine,F,45,20240,Célibataire,Enseignant(e),Santé,18/09/2022,0
Humbert,Françoise,F,50,65150,Marié(e) sans enfant,Commerçant(e),Art (artisanat),02/10/2022,0
Renaud,Nicole,F,38,75020,Célibataire,Etudiant(e),Commerce interentreprises,05/10/2022,0
Boucher,Catherine,F,50,74370,Pacsé(e),Agriculteur(trice),Santé,11/10/2022,0
Marechal,Denise,F,48,59272,Pacsé(e),Salarié(e) cadre,Assurance,24/09/2022,0
Charles,Suzanne,F,52,73100,Veuf(ve),Commerçant(e),Evénement,12/10/2022,0
Lemaitre,Catherine,F,59,23260,Pacsé(e),Artisan,Chimie (industrie),07/10/2022,0
Hoarau,Christiane,F,30,22520,Célibataire,Recherche d'emploi,Magasins d’habillement,12/10/2022,0
Jacob,Christiane,F,23,42430,Veuf(ve),Artisan,Offices Publics de l’Habitat,11/10/2022,0
Breton,Monique,F,61,68320,Divorcé(e),Etudiant(e),Automobile - Services,13/10/2022,0
Perez,Monique,F,18,20240,Marié(e) avec enfant,Recherche d'emploi,Transport et logistique,13/10/2022,0
Perrier,Suzanne,F,23,43200,Pacsé(e),Fonctionnaire hospitalier,Bâtiment (artisanat),11/10/2022,0
David,Catherine,F,55,39570,Pacsé(e),Enseignant(e),Evénement,17/09/2022,0
Lejeune,Nicole,F,24,42430,Divorcé(e),Recherche d'emploi,Ameublement,15/10/2022,0
Dupont,Martine,F,31,73170,Marié(e) avec enfant,Salarié(e) non-cadre,Armée de terre,11/10/2022,0
Julien,Denise,F,62,31230,Marié(e) sans enfant,Retraité(e),Hôtellerie - Restauration,24/09/2022,0
Pasquier,Denise,F,61,76530,Marié(e) avec enfant,Salarié(e) non-cadre,Mutualité,02/10/2022,0
Brunet,Catherine,F,58,70230,Pacsé(e),Artisan,Hôtellerie - Restauration,11/10/2022,0
Boulanger,Jeanne,F,64,49360,Marié(e) avec enfant,Chef(fe) d'entreprise,Plasturgie,17/10/2022,0
Denis,Marguerite,F,18,59265,Marié(e) avec enfant,Agriculteur(trice),Commerces de détail non alimentaires,01/10/2022,0
Lambert,Catherine,F,18,23260,Marié(e) sans enfant,Agriculteur(trice),Mutualité,14/10/2022,0
Vincent,Nathalie,F,58,22520,Célibataire,Fonctionnaire territorial,Textile,15/10/2022,0
Petit,Jeanne,F,51,62124,Veuf(ve),Fonctionnaire d'état,Ingénierie (Atlas),28/09/2022,0
Huet,Marguerite,F,40,63200,Marié(e) sans enfant,Commerçant(e),Mutualité,22/09/2022,0
Fernandez,Nathalie,F,30,36100,Marié(e) avec enfant,Fonctionnaire d'état,Bâtiment (artisanat),16/10/2022,0
Petit,Isabelle,F,64,49490,Marié(e) avec enfant,Commerçant(e),Art (artisanat),06/10/2022,0
Gilbert,Jeanne,F,26,66220,Veuf(ve),Agriculteur(trice),Ingénierie (Atlas),01/10/2022,0
Antoine,Anne,F,53,70110,Pacsé(e),Etudiant(e),Grands magasins et magasins populaires,28/09/2022,0
Guillaume,Anne,F,64,56540,Marié(e) sans enfant,Profession libérale,Industrie : la Fabrique de l’avenir,09/10/2022,0
Baron,Christiane,F,61,23260,Veuf(ve),Sans profession,Agriculture,20/09/2022,0
Roger,Martine,F,19,77630,Marié(e) sans enfant,Fonctionnaire territorial,Armée de terre,10/10/2022,0
Tessier,Sylvie,F,26,45300,Veuf(ve),Chef(fe) d'entreprise,Grands magasins et magasins populaires,12/10/2022,0
Lemaitre,Christiane,F,56,34750,Veuf(ve),Fonctionnaire d'état,Papiers et cartons (industries),22/09/2022,0
Henry,Nathalie,F,52,63200,Célibataire,Agriculteur(trice),Travaux publics,11/10/2022,0
Rousseau,Nathalie,F,22,48210,Marié(e) sans enfant,Chef(fe) d'entreprise,Textile,17/09/2022,0
Garcia,Denise,F,40,48800,Célibataire,Commerçant(e),Commerces de détail non alimentaires,14/10/2022,0
Fernandez,Christine,F,66,53170,Divorcé(e),Artisan,Production et services (artisanat),20/09/2022,0
Blanc,Marie,F,54,37290,Marié(e) sans enfant,Sans profession,Commerce interentreprises,17/10/2022,0
Muller,Hélène,F,53,65150,Divorcé(e),Sans profession,Hôtellerie - Restauration,10/10/2022,0
Durand,Christiane,F,60,40180,Marié(e) avec enfant,Salarié(e) non-cadre,Alimentaire (la filière),27/09/2022,0
Laporte,Jeanne,F,61,73100,Pacsé(e),Fonctionnaire hospitalier,Propreté,03/10/2022,0
Lemaire,Suzanne,F,41,65220,Divorcé(e),Salarié(e) cadre,"Fabrication, maintenance et réparation (artisanat)",01/10/2022,0
Benard,Isabelle,F,47,63200,Veuf(ve),Etudiant(e),Transport et logistique,13/10/2022,0
Robin,Jacqueline,F,70,35131,Marié(e) avec enfant,Salarié(e) cadre,Alimentation (artisanat),01/10/2022,0
Gay,Marie,F,66,40180,Pacsé(e),Etudiant(e),Bâtiment (artisanat),02/10/2022,0
Le Goff,Jeanne,F,37,59272,Pacsé(e),Artisan,Commerces de détail non alimentaires,03/10/2022,0
Baron,Hélène,F,20,20240,Divorcé(e),Agriculteur(trice),Assurance,01/10/2022,0
Colin,Françoise,F,55,20240,Veuf(ve),Recherche d'emploi,"Fabrication, maintenance et réparation (artisanat)",29/09/2022,0
Boucher,Martine,F,69,20240,Marié(e) sans enfant,Recherche d'emploi,Plasturgie,18/09/2022,0
Perrier,Hélène,F,46,48800,Célibataire,Salarié(e) non-cadre,Automobile - Services,29/09/2022,0
Klein,Françoise,F,21,57890,Veuf(ve),Enseignant(e),Art (artisanat),02/10/2022,0
Perret,Françoise,F,46,36100,Célibataire,Fonctionnaire d'état,Agriculture,30/09/2022,0
Cordier,Isabelle,F,59,31230,Divorcé(e),Salarié(e) non-cadre,Hôtellerie - Restauration,06/10/2022,0
Chevallier,Suzanne,F,47,25330,Célibataire,Agriculteur(trice),Etudes et conseil,09/10/2022,0
Collin,Nicole,F,60,20240,Célibataire,Fonctionnaire territorial,Commerce à distance et e-commerce,01/10/2022,0
Moulin,Monique,F,63,35500,Veuf(ve),Fonctionnaire d'état,Offices Publics de l’Habitat,13/10/2022,0
Pichon,Suzanne,F,62,59151,Divorcé(e),Enseignant(e),Propreté,02/10/2022,0
Lefebvre,Isabelle,F,55,24320,Célibataire,Sans profession,Textile,12/10/2022,0
Moulin,Louise,F,57,72130,Divorcé(e),Salarié(e) cadre,Art (artisanat),18/09/2022,0
Marchal,Martine,F,34,20240,Marié(e) sans enfant,Fonctionnaire territorial,"Fabrication, maintenance et réparation (artisanat)",27/09/2022,0
Berger,Nicole,F,28,40180,Marié(e) sans enfant,Recherche d'emploi,Fédération des industries nautiques,25/09/2022,0
Menard,Jacqueline,F,31,43200,Marié(e) avec enfant,Etudiant(e),Ingénierie (Atlas),06/10/2022,0
Aubry,Hélène,F,18,72150,Divorcé(e),Fonctionnaire hospitalier,Evénement,15/10/2022,0
Paris,Martine,F,38,33124,Marié(e) sans enfant,Profession libérale,Plasturgie,23/09/2022,0
Bailly,Martine,F,34,20240,Marié(e) avec enfant,Commerçant(e),Ameublement,14/10/2022,0
Fabre,Jacqueline,F,24,71260,Célibataire,Fonctionnaire hospitalier,Alimentation (artisanat),16/10/2022,0
Mallet,Isabelle,F,39,24110,Marié(e) avec enfant,Commerçant(e),Numérique (Atlas),01/10/2022,0
Blanchard,Christiane,F,48,64000,Marié(e) avec enfant,Enseignant(e),Fédération des industries nautiques,24/09/2022,0
Vasseur,Christine,F,35,34280,Pacsé(e),Commerçant(e),Alimentation (artisanat),29/09/2022,0
Poulain,Jeanne,F,53,36100,Divorcé(e),Sans profession,Banque,28/09/2022,0
Robert,Françoise,F,67,62124,Pacsé(e),Fonctionnaire d'état,Régies de quartier,17/09/2022,0
Martinez,Monique,F,68,52130,Célibataire,Salarié(e) cadre,Armée de terre,16/10/2022,0
Lefebvre,Catherine,F,51,44170,Pacsé(e),Profession libérale,Textile,07/10/2022,0
Jacquet,Jacqueline,F,26,71260,Marié(e) sans enfant,Commerçant(e),Propreté,27/09/2022,0
Morin,Sylvie,F,20,71260,Divorcé(e),Recherche d'emploi,Numérique (Atlas),30/09/2022,0
Remy,Catherine,F,59,42110,Marié(e) avec enfant,Salarié(e) non-cadre,Mutualité,24/09/2022,0
Rodriguez,Monique,F,28,61210,Divorcé(e),Agriculteur(trice),Automobile - Services,17/10/2022,0
Masson,Marie,F,46,75020,Veuf(ve),Artisan,Médicament (Les entreprises du),26/09/2022,0
Noel,Catherine,F,44,43000,Pacsé(e),Retraité(e),Armée de terre,04/10/2022,0
Brunet,Christine,F,60,63330,Pacsé(e),Profession libérale,Art (artisanat),25/09/2022,0
Dufour,Jeanne,F,57,60119,Pacsé(e),Chef(fe) d'entreprise,Grands magasins et magasins populaires,08/10/2022,0
Roche,Jacqueline,F,65,75020,Divorcé(e),Profession libérale,Edition,02/10/2022,0
Philippe,Nicole,F,48,72320,Divorcé(e),Salarié(e) cadre,Art (artisanat),12/10/2022,0
Durand,Christine,F,26,50700,Divorcé(e),Commerçant(e),Magasins d’habillement,29/09/2022,0
Roussel,Marie,F,41,65150,Pacsé(e),Retraité(e),Mutualité,03/10/2022,0
Dubois,Christiane,F,58,69009,Marié(e) avec enfant,Enseignant(e),Automobile - Services,19/09/2022,0
Petit,Nicole,F,69,43100,Veuf(ve),Salarié(e) cadre,Production et services (artisanat),20/09/2022,0
Thomas,Marie,F,46,20240,Divorcé(e),Fonctionnaire hospitalier,Matériaux pour la construction et l’industrie,28/09/2022,0
Nicolas,Monique,F,42,55300,Pacsé(e),Agriculteur(trice),Travaux publics,17/09/2022,0
Clement,Monique,F,68,20240,Pacsé(e),Artisan,Bâtiment,23/09/2022,0
Guichard,Nicole,F,53,62124,Célibataire,Artisan,Retraite complémentaire et prévoyance,26/09/2022,0
Petit,Nicole,F,38,76530,Marié(e) avec enfant,Salarié(e) cadre,Ingénierie (Atlas),10/10/2022,0
Rey,Hélène,F,40,64450,Marié(e) avec enfant,Recherche d'emploi,Presse,25/09/2022,0
Meyer,Madeleine,F,61,71260,Divorcé(e),Etudiant(e),Propreté,29/09/2022,0
Etienne,Isabelle,F,61,69009,Pacsé(e),Fonctionnaire territorial,Travaux publics,21/09/2022,0
Millet,Marie,F,38,54620,Veuf(ve),Artisan,Hôtellerie - Restauration,16/10/2022,0
Pierre,Jeanne,F,58,41600,Célibataire,Agriculteur(trice),Propreté,13/10/2022,0
Benard,Madeleine,F,33,50700,Veuf(ve),Fonctionnaire d'état,Propreté,08/10/2022,0
Vasseur,Marie,F,65,58000,Marié(e) avec enfant,Salarié(e) cadre,Automobile - Services,26/09/2022,0
Adam,Monique,F,34,20240,Marié(e) sans enfant,Sans profession,Edition,22/09/2022,0
Carre,Christine,F,50,38470,Célibataire,Etudiant(e),"Economie sociale, habitat social et protection sociale",26/09/2022,0
Lemaire,Marguerite,F,53,23150,Célibataire,Retraité(e),Industrie : la Fabrique de l’avenir,21/09/2022,0
Martinez,Marguerite,F,41,40180,Pacsé(e),Artisan,Médicament (Les entreprises du),19/09/2022,0
Roger,Anne,F,55,64310,Pacsé(e),Chef(fe) d'entreprise,Banque,11/10/2022,0
Dumas,Anne,F,35,32120,Divorcé(e),Commerçant(e),Textile,19/09/2022,0
Menard,Suzanne,F,46,55300,Célibataire,Salarié(e) cadre,Mutualité,17/09/2022,0
Grondin,Jeanne,F,49,64330,Divorcé(e),Fonctionnaire hospitalier,Presse,07/10/2022,0
Vasseur,Catherine,F,68,64310,Veuf(ve),Artisan,Services (artisanat),28/09/2022,0
Robert,Catherine,F,33,43200,Pacsé(e),Agriculteur(trice),Alimentaire (la filière),08/10/2022,0
Nicolas,Françoise,F,51,47370,Marié(e) sans enfant,Profession libérale,Presse,10/10/2022,0
Reynaud,Madeleine,F,70,76370,Célibataire,Agriculteur(trice),Production et services (artisanat),27/09/2022,0
Berger,Jeanne,F,27,55300,Marié(e) sans enfant,Salarié(e) non-cadre,Agriculture,08/10/2022,0
Carpentier,Nicole,F,24,63200,Veuf(ve),Salarié(e) cadre,Transport et logistique,22/09/2022,0
Roussel,Louise,F,44,54620,Pacsé(e),Enseignant(e),Travaux publics,02/10/2022,0
Dupont,Hélène,F,48,69009,Marié(e) sans enfant,Retraité(e),Ingénierie (Atlas),27/09/2022,0
Boyer,Martine,F,35,32140,Divorcé(e),Commerçant(e),Banque,10/10/2022,0
Nicolas,Hélène,F,35,68420,Veuf(ve),Agriculteur(trice),Edition,15/10/2022,0
Leveque,Isabelle,F,52,67270,Veuf(ve),Salarié(e) non-cadre,"Economie sociale, habitat social et protection sociale",27/09/2022,0
Collet,Jacqueline,F,24,46090,Marié(e) avec enfant,Salarié(e) non-cadre,Services (artisanat),18/09/2022,0
Vasseur,Sylvie,F,48,34500,Pacsé(e),Commerçant(e),Travaux publics,30/09/2022,0
Mathieu,Hélène,F,52,77139,Divorcé(e),Salarié(e) cadre,Chimie (industrie),15/10/2022,0
Menard,Catherine,F,36,66220,Célibataire,Fonctionnaire hospitalier,Régies de quartier,01/10/2022,0
Charpentier,Louise,F,40,76530,Veuf(ve),Retraité(e),Commerce à distance et e-commerce,07/10/2022,0
Roger,Martine,F,55,20240,Marié(e) sans enfant,Enseignant(e),Automobile - Services,29/09/2022,0
Klein,Madeleine,F,41,68440,Marié(e) sans enfant,Salarié(e) non-cadre,Assurance,03/10/2022,0
Bourgeois,Denise,F,41,77130,Marié(e) sans enfant,Enseignant(e),Grands magasins et magasins populaires,30/09/2022,0
Leroux,Marie,F,69,46090,Pacsé(e),Salarié(e) cadre,Propreté,30/09/2022,0
Guillaume,Denise,F,19,36100,Marié(e) sans enfant,Commerçant(e),Régies de quartier,25/09/2022,0
Charpentier,Suzanne,F,24,42220,Divorcé(e),Fonctionnaire hospitalier,Transport et logistique,10/10/2022,0
